Dzien Miesiac Rok Godzina Minuta Sekunda Calkowite_CNR[mV] Odbite_CNR[mV] Dl_atmosfery_CNR[mV] Dl_ziemi_CNR[mV] Temperatura
26 10 2019 0 11 6 -0.04120 0.01300 -0.30280 -0.02600 5.08400 
26 10 2019 0 11 23 -0.04160 0.01370 -0.30310 -0.02580 5.07800 
26 10 2019 0 11 42 -0.04180 0.01460 -0.30310 -0.02590 5.06000 
26 10 2019 0 11 58 -0.04230 0.01480 -0.30370 -0.02560 5.03700 
26 10 2019 0 12 18 -0.04250 0.01520 -0.30370 -0.02550 5.02300 
26 10 2019 0 12 34 -0.04190 0.01680 -0.30350 -0.02550 5.02300 
26 10 2019 0 12 53 -0.04110 0.01790 -0.30380 -0.02570 5.01400 
26 10 2019 0 13 9 -0.04030 0.01770 -0.30340 -0.02600 4.99900 
26 10 2019 0 13 29 -0.03910 0.01690 -0.30350 -0.02560 4.99600 
26 10 2019 0 13 45 -0.03920 0.01720 -0.30350 -0.02530 4.98000 
26 10 2019 0 14 4 -0.03960 0.01780 -0.30480 -0.02510 4.97200 
26 10 2019 0 14 21 -0.04000 0.01850 -0.30490 -0.02500 4.96600 
26 10 2019 0 14 40 -0.04000 0.01800 -0.30470 -0.02520 4.95000 
26 10 2019 0 14 56 -0.03970 0.01780 -0.30410 -0.02570 4.94200 
26 10 2019 0 15 15 -0.03980 0.01720 -0.30490 -0.02480 4.94200 
26 10 2019 0 15 32 -0.03980 0.01850 -0.30440 -0.02400 4.94400 
26 10 2019 0 15 51 -0.03950 0.01930 -0.30480 -0.02390 4.93400 
26 10 2019 0 16 7 -0.03950 0.02030 -0.30460 -0.02330 4.93400 
26 10 2019 0 16 27 -0.04080 0.02050 -0.30540 -0.02340 4.93200 
26 10 2019 0 16 43 -0.04060 0.02130 -0.30600 -0.02330 4.93200 
26 10 2019 0 17 2 -0.03980 0.02330 -0.30630 -0.02300 4.94000 
26 10 2019 0 17 18 -0.03970 0.02390 -0.30650 -0.02290 4.94000 
26 10 2019 0 17 38 -0.03920 0.02490 -0.30610 -0.02290 4.95400 
26 10 2019 0 17 54 -0.03830 0.02550 -0.30640 -0.02270 4.95800 
26 10 2019 0 18 13 -0.03820 0.02550 -0.30700 -0.02300 4.95600 
26 10 2019 0 18 30 -0.03830 0.02500 -0.30750 -0.02280 4.95200 
26 10 2019 0 18 49 -0.03840 0.02470 -0.30830 -0.02280 4.95800 
26 10 2019 0 19 5 -0.03800 0.02450 -0.30840 -0.02250 4.96200 
26 10 2019 0 19 24 -0.03740 0.02430 -0.30850 -0.02260 4.96600 
26 10 2019 0 19 41 -0.03560 0.02440 -0.30830 -0.02240 4.97000 
26 10 2019 0 20 0 -0.03490 0.02360 -0.30810 -0.02290 4.98600 
26 10 2019 0 20 16 -0.03400 0.02280 -0.30790 -0.02330 4.98800 
26 10 2019 0 20 36 -0.03380 0.02210 -0.30750 -0.02310 4.99200 
26 10 2019 0 20 52 -0.03280 0.02050 -0.30700 -0.02310 5.00000 
26 10 2019 0 21 11 -0.03220 0.02050 -0.30680 -0.02330 4.99600 
26 10 2019 0 21 27 -0.03220 0.02000 -0.30620 -0.02360 4.99600 
26 10 2019 0 21 47 -0.03350 0.01890 -0.30660 -0.02290 5.00300 
26 10 2019 0 22 3 -0.03300 0.01890 -0.30610 -0.02300 5.00200 
26 10 2019 0 22 22 -0.03340 0.01900 -0.30610 -0.02320 5.00300 
26 10 2019 0 22 39 -0.03460 0.01850 -0.30590 -0.02270 5.01000 
26 10 2019 0 22 58 -0.03300 0.01880 -0.30490 -0.02310 5.01300 
26 10 2019 0 23 14 -0.03270 0.01950 -0.30530 -0.02240 5.01200 
26 10 2019 0 23 34 -0.03180 0.02030 -0.30370 -0.02300 5.02100 
26 10 2019 0 23 50 -0.03160 0.01980 -0.30370 -0.02310 5.01900 
26 10 2019 0 24 9 -0.03200 0.01830 -0.30450 -0.02270 5.02200 
26 10 2019 0 24 25 -0.03330 0.01740 -0.30450 -0.02290 5.02400 
26 10 2019 0 24 45 -0.03400 0.01760 -0.30440 -0.02300 5.03000 
26 10 2019 0 25 1 -0.03570 0.01660 -0.30460 -0.02330 5.03200 
26 10 2019 0 25 20 -0.03550 0.01690 -0.30410 -0.02270 5.02800 
26 10 2019 0 25 37 -0.03580 0.01670 -0.30390 -0.02270 5.02000 
26 10 2019 0 25 56 -0.03510 0.01710 -0.30380 -0.02210 5.02500 
26 10 2019 0 26 12 -0.03540 0.01690 -0.30320 -0.02210 5.03600 
26 10 2019 0 26 31 -0.03500 0.01650 -0.30240 -0.02200 5.05000 
26 10 2019 0 26 48 -0.03380 0.01560 -0.30190 -0.02280 5.04000 
26 10 2019 0 27 7 -0.03350 0.01310 -0.30010 -0.02240 5.03400 
26 10 2019 0 27 23 -0.03030 0.01250 -0.29950 -0.02300 5.05000 
26 10 2019 0 27 43 -0.03010 0.01120 -0.29910 -0.02190 5.05800 
26 10 2019 0 27 59 -0.02910 0.01110 -0.29840 -0.02250 5.06800 
26 10 2019 0 28 18 -0.02880 0.01150 -0.29720 -0.02210 5.08600 
26 10 2019 0 28 34 -0.02800 0.01220 -0.29660 -0.02240 5.09400 
26 10 2019 0 28 54 -0.02800 0.01120 -0.29640 -0.02230 5.09600 
26 10 2019 0 29 10 -0.02860 0.01140 -0.29590 -0.02140 5.11400 
26 10 2019 0 29 29 -0.02750 0.01210 -0.29560 -0.02210 5.13200 
26 10 2019 0 29 46 -0.02910 0.01070 -0.29580 -0.02170 5.13000 
26 10 2019 0 30 5 -0.02880 0.01010 -0.29430 -0.02170 5.14600 
26 10 2019 0 30 21 -0.02880 0.00980 -0.29340 -0.02150 5.15200 
26 10 2019 0 30 40 -0.02690 0.00980 -0.29260 -0.02100 5.17000 
26 10 2019 0 30 57 -0.02620 0.01040 -0.29250 -0.02140 5.18200 
26 10 2019 0 31 16 -0.02670 0.00920 -0.29260 -0.02080 5.19400 
26 10 2019 0 31 32 -0.02690 0.00840 -0.29200 -0.02090 5.20600 
26 10 2019 0 31 52 -0.02860 0.00690 -0.29130 -0.02050 5.22200 
26 10 2019 0 32 8 -0.02790 0.00840 -0.29120 -0.02080 5.22400 
26 10 2019 0 32 27 -0.02790 0.00910 -0.29090 -0.02150 5.23600 
26 10 2019 0 32 43 -0.02760 0.00830 -0.28960 -0.02090 5.25400 
26 10 2019 0 33 3 -0.02940 0.00990 -0.28870 -0.02180 5.25600 
26 10 2019 0 33 19 -0.03270 0.00820 -0.28950 -0.02160 5.25900 
26 10 2019 0 33 38 -0.03110 0.00930 -0.28810 -0.02150 5.27000 
26 10 2019 0 33 55 -0.02920 0.00930 -0.28720 -0.02150 5.27800 
26 10 2019 0 34 14 -0.02940 0.00880 -0.28680 -0.02100 5.28600 
26 10 2019 0 34 30 -0.02790 0.01140 -0.28620 -0.02150 5.31200 
26 10 2019 0 34 49 -0.02650 0.01250 -0.28430 -0.02180 5.33400 
26 10 2019 0 35 6 -0.02340 0.01400 -0.28400 -0.02200 5.35200 
26 10 2019 0 35 25 -0.02360 0.01390 -0.28340 -0.02140 5.36800 
26 10 2019 0 35 41 -0.02200 0.01480 -0.28260 -0.02250 5.38400 
26 10 2019 0 36 1 -0.02420 0.01320 -0.28210 -0.02200 5.39600 
26 10 2019 0 36 17 -0.02570 0.01370 -0.28160 -0.02190 5.41000 
26 10 2019 0 36 36 -0.02190 0.01590 -0.28070 -0.02240 5.42000 
26 10 2019 0 36 52 -0.02290 0.01540 -0.28090 -0.02240 5.43600 
26 10 2019 0 37 12 -0.02490 0.01480 -0.28080 -0.02260 5.44400 
26 10 2019 0 37 28 -0.02590 0.01570 -0.28000 -0.02230 5.45400 
26 10 2019 0 37 47 -0.02620 0.01540 -0.27930 -0.02280 5.46600 
26 10 2019 0 38 4 -0.02440 0.01590 -0.27820 -0.02260 5.48600 
26 10 2019 0 38 23 -0.02380 0.01690 -0.27830 -0.02300 5.49800 
26 10 2019 0 38 39 -0.02650 0.01540 -0.27800 -0.02300 5.50600 
26 10 2019 0 38 59 -0.02660 0.01570 -0.27760 -0.02280 5.51800 
26 10 2019 0 39 15 -0.02740 0.01540 -0.27760 -0.02270 5.53000 
26 10 2019 0 39 34 -0.02670 0.01530 -0.27700 -0.02240 5.55200 
26 10 2019 0 39 50 -0.02670 0.01500 -0.27630 -0.02280 5.56200 
26 10 2019 0 40 10 -0.02680 0.01510 -0.27520 -0.02280 5.58600 
26 10 2019 0 40 26 -0.02280 0.01660 -0.27440 -0.02290 5.60800 
26 10 2019 0 40 45 -0.02350 0.01560 -0.27340 -0.02320 5.62800 
26 10 2019 0 41 1 -0.02430 0.01540 -0.27270 -0.02260 5.64000 
26 10 2019 0 41 21 -0.02630 0.01430 -0.27220 -0.02260 5.64800 
26 10 2019 0 41 37 -0.02670 0.01290 -0.27160 -0.02210 5.67400 
26 10 2019 0 41 56 -0.02590 0.01280 -0.27120 -0.02180 5.69600 
26 10 2019 0 42 13 -0.02610 0.01310 -0.26990 -0.02160 5.71200 
26 10 2019 0 42 32 -0.02590 0.01320 -0.26860 -0.02130 5.74200 
26 10 2019 0 42 48 -0.02680 0.01360 -0.26840 -0.02110 5.76100 
26 10 2019 0 43 8 -0.02850 0.01340 -0.26730 -0.02090 5.77600 
26 10 2019 0 43 24 -0.02870 0.01360 -0.26670 -0.02080 5.79400 
26 10 2019 0 43 43 -0.02600 0.01380 -0.26510 -0.02040 5.82600 
26 10 2019 0 43 59 -0.02390 0.01510 -0.26370 -0.02060 5.86400 
26 10 2019 0 44 19 -0.02050 0.01680 -0.26080 -0.02120 5.89400 
26 10 2019 0 44 35 -0.02100 0.01690 -0.26020 -0.02050 5.91400 
26 10 2019 0 44 54 -0.02110 0.01760 -0.25960 -0.02110 5.94600 
26 10 2019 0 45 11 -0.02160 0.01940 -0.25900 -0.02060 5.96800 
26 10 2019 0 45 30 -0.02270 0.01920 -0.25810 -0.02100 5.99800 
26 10 2019 0 45 46 -0.02150 0.02040 -0.25810 -0.02080 6.00900 
26 10 2019 0 46 5 -0.02380 0.01960 -0.25670 -0.02150 6.04200 
26 10 2019 0 46 22 -0.02360 0.02010 -0.25730 -0.02000 6.06400 
26 10 2019 0 46 41 -0.02300 0.02230 -0.25620 -0.02140 6.08400 
26 10 2019 0 46 57 -0.02450 0.02090 -0.25590 -0.02150 6.11400 
26 10 2019 0 47 17 -0.02360 0.02190 -0.25440 -0.02200 6.14200 
26 10 2019 0 47 33 -0.02310 0.02200 -0.25520 -0.02150 6.15200 
26 10 2019 0 47 52 -0.02450 0.02230 -0.25420 -0.02220 6.16800 
26 10 2019 0 48 8 -0.02490 0.02100 -0.25500 -0.02200 6.17400 
26 10 2019 0 48 28 -0.02850 0.01830 -0.25300 -0.02250 6.20200 
26 10 2019 0 48 44 -0.02430 0.01980 -0.25130 -0.02350 6.21200 
26 10 2019 0 49 3 -0.02400 0.01890 -0.25240 -0.02250 6.22600 
26 10 2019 0 49 20 -0.02620 0.01790 -0.25240 -0.02360 6.22400 
26 10 2019 0 49 39 -0.03060 0.01610 -0.25200 -0.02380 6.22400 
26 10 2019 0 49 55 -0.03360 0.01460 -0.25220 -0.02310 6.23200 
26 10 2019 0 50 14 -0.03420 0.01540 -0.25200 -0.02460 6.22400 
26 10 2019 0 50 31 -0.03790 0.01260 -0.25210 -0.02480 6.22400 
26 10 2019 0 50 50 -0.03830 0.01240 -0.25240 -0.02550 6.21400 
26 10 2019 0 51 6 -0.04040 0.01000 -0.25260 -0.02600 6.20200 
26 10 2019 0 51 26 -0.04090 0.00970 -0.25240 -0.02570 6.20400 
26 10 2019 0 51 42 -0.04100 0.00910 -0.25210 -0.02670 6.19800 
26 10 2019 0 52 1 -0.04390 0.00630 -0.25240 -0.02620 6.18400 
26 10 2019 0 52 17 -0.04300 0.00720 -0.25220 -0.02650 6.17600 
26 10 2019 0 52 37 -0.04380 0.00490 -0.25200 -0.02720 6.16000 
26 10 2019 0 52 53 -0.04440 0.00480 -0.25200 -0.02610 6.15000 
26 10 2019 0 53 12 -0.04260 0.00650 -0.25200 -0.02680 6.15000 
26 10 2019 0 53 29 -0.04330 0.00520 -0.25160 -0.02670 6.13600 
26 10 2019 0 53 48 -0.04190 0.00500 -0.25080 -0.02660 6.11200 
26 10 2019 0 54 4 -0.04210 0.00540 -0.25090 -0.02640 6.10800 
26 10 2019 0 54 24 -0.04320 0.00490 -0.25090 -0.02690 6.10600 
26 10 2019 0 54 40 -0.04390 0.00540 -0.25100 -0.02650 6.10200 
26 10 2019 0 54 59 -0.04210 0.00790 -0.25040 -0.02650 6.08800 
26 10 2019 0 55 15 -0.04220 0.00810 -0.25010 -0.02710 6.07600 
26 10 2019 0 55 35 -0.04180 0.00830 -0.25040 -0.02690 6.06200 
26 10 2019 0 55 51 -0.04190 0.00920 -0.25050 -0.02640 6.05200 
26 10 2019 0 56 10 -0.04120 0.01030 -0.25090 -0.02680 6.04800 
26 10 2019 0 56 26 -0.04040 0.01070 -0.25070 -0.02640 6.04400 
26 10 2019 0 56 46 -0.04010 0.01010 -0.25120 -0.02680 6.03800 
26 10 2019 0 57 2 -0.04120 0.00890 -0.25220 -0.02670 6.00800 
26 10 2019 0 57 21 -0.04250 0.00760 -0.25210 -0.02720 5.99900 
26 10 2019 0 57 38 -0.04330 0.00740 -0.25240 -0.02750 6.00000 
26 10 2019 0 57 57 -0.04360 0.00610 -0.25280 -0.02750 5.98800 
26 10 2019 0 58 13 -0.04500 0.00450 -0.25290 -0.02760 5.97200 
26 10 2019 0 58 32 -0.04500 0.00470 -0.25290 -0.02710 5.95200 
26 10 2019 0 58 49 -0.04460 0.00570 -0.25270 -0.02740 5.94400 
26 10 2019 0 59 8 -0.04530 0.00510 -0.25290 -0.02770 5.92200 
26 10 2019 0 59 24 -0.04640 0.00490 -0.25310 -0.02840 5.92000 
26 10 2019 0 59 44 -0.04800 0.00430 -0.25360 -0.02860 5.90000 
26 10 2019 1 0 0 -0.04880 0.00380 -0.25330 -0.02830 5.88600 
26 10 2019 1 0 19 -0.04940 0.00360 -0.25380 -0.02760 5.87200 
26 10 2019 1 0 35 -0.04920 0.00440 -0.25390 -0.02710 5.85600 
26 10 2019 1 0 55 -0.04910 0.00610 -0.25410 -0.02750 5.83800 
26 10 2019 1 1 11 -0.04890 0.00610 -0.25370 -0.02850 5.81800 
26 10 2019 1 1 30 -0.04800 0.00540 -0.25320 -0.02780 5.80800 
26 10 2019 1 1 47 -0.04730 0.00470 -0.25340 -0.02770 5.79000 
26 10 2019 1 2 6 -0.04700 0.00490 -0.25370 -0.02810 5.77400 
26 10 2019 1 2 22 -0.04710 0.00420 -0.25320 -0.02830 5.76700 
26 10 2019 1 2 41 -0.04600 0.00310 -0.25290 -0.02770 5.75300 
26 10 2019 1 2 58 -0.04510 0.00210 -0.25280 -0.02850 5.72400 
26 10 2019 1 3 17 -0.04230 0.00180 -0.25200 -0.02690 5.70600 
26 10 2019 1 3 33 -0.04240 0.00270 -0.25260 -0.02630 5.70200 
26 10 2019 1 3 53 -0.04320 0.00330 -0.25310 -0.02690 5.68400 
26 10 2019 1 4 9 -0.04360 0.00280 -0.25350 -0.02620 5.67000 
26 10 2019 1 4 28 -0.04390 0.00310 -0.25340 -0.02630 5.65800 
26 10 2019 1 4 44 -0.04370 0.00250 -0.25310 -0.02610 5.64600 
26 10 2019 1 5 4 -0.04390 0.00340 -0.25330 -0.02610 5.63400 
26 10 2019 1 5 20 -0.04420 0.00380 -0.25310 -0.02610 5.61400 
26 10 2019 1 5 39 -0.04410 0.00470 -0.25300 -0.02600 5.59600 
26 10 2019 1 5 56 -0.04250 0.00550 -0.25300 -0.02580 5.59800 
26 10 2019 1 6 15 -0.04360 0.00580 -0.25370 -0.02590 5.57200 
26 10 2019 1 6 31 -0.04210 0.00550 -0.25280 -0.02500 5.57400 
26 10 2019 1 6 50 -0.04090 0.00730 -0.25310 -0.02470 5.56200 
26 10 2019 1 7 7 -0.04230 0.00730 -0.25280 -0.02510 5.53900 
26 10 2019 1 7 26 -0.04050 0.00680 -0.25290 -0.02420 5.53000 
26 10 2019 1 7 42 -0.03870 0.00750 -0.25280 -0.02410 5.52200 
26 10 2019 1 8 2 -0.03860 0.00740 -0.25290 -0.02440 5.51700 
26 10 2019 1 8 18 -0.03690 0.00780 -0.25240 -0.02410 5.51400 
26 10 2019 1 8 37 -0.03710 0.00750 -0.25290 -0.02400 5.50100 
26 10 2019 1 8 53 -0.03790 0.00730 -0.25250 -0.02400 5.49000 
26 10 2019 1 9 13 -0.03820 0.00660 -0.25290 -0.02330 5.47800 
26 10 2019 1 9 29 -0.03670 0.00760 -0.25290 -0.02330 5.48000 
26 10 2019 1 9 48 -0.03710 0.00820 -0.25300 -0.02390 5.47200 
26 10 2019 1 10 5 -0.03920 0.00820 -0.25270 -0.02400 5.46400 
26 10 2019 1 10 24 -0.04110 0.00750 -0.25260 -0.02420 5.45800 
26 10 2019 1 10 40 -0.04010 0.00930 -0.25250 -0.02450 5.46000 
26 10 2019 1 10 59 -0.04120 0.00890 -0.25240 -0.02460 5.45000 
26 10 2019 1 11 16 -0.04160 0.00980 -0.25250 -0.02440 5.45200 
26 10 2019 1 11 35 -0.04270 0.01030 -0.25280 -0.02430 5.44000 
26 10 2019 1 11 51 -0.04410 0.01090 -0.25300 -0.02440 5.42800 
26 10 2019 1 12 11 -0.04510 0.01130 -0.25460 -0.02630 5.42200 
26 10 2019 1 12 27 -0.04560 0.00930 -0.25570 -0.02620 5.40200 
26 10 2019 1 12 46 -0.04680 0.00710 -0.25580 -0.02620 5.39000 
26 10 2019 1 13 2 -0.04760 0.00530 -0.25630 -0.02580 5.36600 
26 10 2019 1 13 22 -0.04770 0.00480 -0.25600 -0.02570 5.35400 
26 10 2019 1 13 38 -0.04870 0.00480 -0.25610 -0.02540 5.34200 
26 10 2019 1 13 57 -0.04800 0.00540 -0.25500 -0.02520 5.33800 
26 10 2019 1 14 14 -0.04680 0.00510 -0.25540 -0.02560 5.32600 
26 10 2019 1 14 33 -0.04680 0.00670 -0.25480 -0.02570 5.30800 
26 10 2019 1 14 49 -0.04630 0.00710 -0.25480 -0.02520 5.28700 
26 10 2019 1 15 8 -0.04550 0.00730 -0.25570 -0.02490 5.26900 
26 10 2019 1 15 25 -0.04570 0.00700 -0.25670 -0.02600 5.26400 
26 10 2019 1 15 44 -0.04680 0.00590 -0.25720 -0.02590 5.25300 
26 10 2019 1 16 0 -0.04760 0.00510 -0.25740 -0.02610 5.23400 
26 10 2019 1 16 20 -0.04850 0.00410 -0.25820 -0.02570 5.21400 
26 10 2019 1 16 36 -0.04870 0.00380 -0.25850 -0.02560 5.20000 
26 10 2019 1 16 55 -0.04930 0.00260 -0.25880 -0.02580 5.18200 
26 10 2019 1 17 11 -0.04980 0.00190 -0.25900 -0.02540 5.17200 
26 10 2019 1 17 31 -0.04940 0.00200 -0.25880 -0.02560 5.15400 
26 10 2019 1 17 47 -0.04900 0.00130 -0.25890 -0.02530 5.14600 
26 10 2019 1 18 6 -0.04960 0.00110 -0.25890 -0.02500 5.13000 
26 10 2019 1 18 23 -0.05070 0.00100 -0.25920 -0.02510 5.11400 
26 10 2019 1 18 42 -0.04950 0.00150 -0.25910 -0.02460 5.08800 
26 10 2019 1 18 58 -0.05020 0.00150 -0.25940 -0.02490 5.07400 
26 10 2019 1 19 17 -0.05150 0.00170 -0.25960 -0.02470 5.06800 
26 10 2019 1 19 34 -0.05100 0.00170 -0.25940 -0.02470 5.05400 
26 10 2019 1 19 53 -0.05030 0.00160 -0.25930 -0.02480 5.02600 
26 10 2019 1 20 9 -0.04900 0.00120 -0.25890 -0.02440 5.02400 
26 10 2019 1 20 29 -0.04790 0.00110 -0.25870 -0.02430 5.00100 
26 10 2019 1 20 45 -0.04790 0.00090 -0.25880 -0.02420 4.99000 
26 10 2019 1 21 4 -0.04640 0.00070 -0.25820 -0.02470 4.98800 
26 10 2019 1 21 20 -0.04550 -0.00030 -0.25760 -0.02450 4.96400 
26 10 2019 1 21 40 -0.04470 0.00040 -0.25710 -0.02410 4.95600 
26 10 2019 1 21 56 -0.04380 0.00030 -0.25740 -0.02420 4.94800 
26 10 2019 1 22 15 -0.04410 0.00090 -0.25760 -0.02410 4.92800 
26 10 2019 1 22 32 -0.04480 0.00090 -0.25830 -0.02400 4.92400 
26 10 2019 1 22 51 -0.04470 0.00190 -0.25860 -0.02380 4.91600 
26 10 2019 1 23 7 -0.04260 0.00350 -0.25890 -0.02320 4.91000 
26 10 2019 1 23 26 -0.04130 0.00400 -0.25730 -0.02340 4.89800 
26 10 2019 1 23 43 -0.03970 0.00450 -0.25710 -0.02300 4.89800 
26 10 2019 1 24 2 -0.04050 0.00510 -0.25830 -0.02310 4.89400 
26 10 2019 1 24 18 -0.04110 0.00550 -0.25830 -0.02300 4.88000 
26 10 2019 1 24 38 -0.04130 0.00630 -0.25800 -0.02300 4.88000 
26 10 2019 1 24 54 -0.04140 0.00630 -0.25810 -0.02280 4.88000 
26 10 2019 1 25 13 -0.04160 0.00700 -0.25900 -0.02230 4.87000 
26 10 2019 1 25 29 -0.03980 0.00800 -0.25790 -0.02310 4.86600 
26 10 2019 1 25 49 -0.03940 0.00790 -0.25820 -0.02310 4.86800 
26 10 2019 1 26 5 -0.03980 0.00830 -0.25790 -0.02320 4.86000 
26 10 2019 1 26 24 -0.04040 0.00870 -0.25810 -0.02300 4.84600 
26 10 2019 1 26 40 -0.04060 0.00840 -0.25850 -0.02300 4.84200 
26 10 2019 1 27 0 -0.04180 0.00800 -0.25850 -0.02350 4.84000 
26 10 2019 1 27 16 -0.04350 0.00750 -0.25870 -0.02320 4.83600 
26 10 2019 1 27 35 -0.04420 0.00720 -0.25870 -0.02350 4.82000 
26 10 2019 1 27 52 -0.04490 0.00660 -0.25880 -0.02320 4.80100 
26 10 2019 1 28 11 -0.04550 0.00630 -0.25910 -0.02310 4.79500 
26 10 2019 1 28 27 -0.04480 0.00590 -0.25920 -0.02300 4.78200 
26 10 2019 1 28 47 -0.04580 0.00490 -0.26010 -0.02300 4.77400 
26 10 2019 1 29 3 -0.04560 0.00530 -0.26060 -0.02290 4.76800 
26 10 2019 1 29 22 -0.04640 0.00510 -0.26140 -0.02330 4.74100 
26 10 2019 1 29 38 -0.04630 0.00510 -0.26200 -0.02320 4.72400 
26 10 2019 1 29 58 -0.04690 0.00490 -0.26250 -0.02310 4.71800 
26 10 2019 1 30 14 -0.04680 0.00510 -0.26250 -0.02290 4.70400 
26 10 2019 1 30 33 -0.04740 0.00500 -0.26300 -0.02320 4.69200 
26 10 2019 1 30 49 -0.04730 0.00490 -0.26330 -0.02290 4.67800 
26 10 2019 1 31 9 -0.04690 0.00510 -0.26330 -0.02310 4.67200 
26 10 2019 1 31 25 -0.04760 0.00560 -0.26310 -0.02290 4.66600 
26 10 2019 1 31 44 -0.04750 0.00540 -0.26390 -0.02280 4.65200 
26 10 2019 1 32 1 -0.04650 0.00680 -0.26340 -0.02320 4.64200 
26 10 2019 1 32 20 -0.04670 0.00670 -0.26340 -0.02300 4.62200 
26 10 2019 1 32 36 -0.04630 0.00700 -0.26310 -0.02300 4.61400 
26 10 2019 1 32 56 -0.04700 0.00640 -0.26270 -0.02300 4.60400 
26 10 2019 1 33 12 -0.04770 0.00610 -0.26320 -0.02290 4.59800 
26 10 2019 1 33 31 -0.04710 0.00700 -0.26270 -0.02260 4.58800 
26 10 2019 1 33 47 -0.04820 0.00700 -0.26290 -0.02280 4.57800 
26 10 2019 1 34 7 -0.04730 0.00740 -0.26210 -0.02230 4.56000 
26 10 2019 1 34 23 -0.04510 0.00790 -0.26190 -0.02160 4.57000 
26 10 2019 1 34 42 -0.04410 0.00880 -0.26190 -0.02120 4.56000 
26 10 2019 1 34 58 -0.04470 0.00860 -0.26220 -0.02110 4.55200 
26 10 2019 1 35 18 -0.04090 0.01130 -0.26140 -0.02120 4.55600 
26 10 2019 1 35 34 -0.03860 0.01360 -0.26010 -0.02110 4.56200 
26 10 2019 1 35 53 -0.03560 0.01380 -0.26060 -0.02110 4.56200 
26 10 2019 1 36 10 -0.03600 0.01390 -0.26110 -0.02100 4.57000 
26 10 2019 1 36 29 -0.03520 0.01540 -0.26020 -0.02100 4.57000 
26 10 2019 1 36 45 -0.03540 0.01540 -0.26040 -0.02150 4.57000 
26 10 2019 1 37 5 -0.03440 0.01550 -0.25950 -0.02170 4.56600 
26 10 2019 1 37 21 -0.03470 0.01490 -0.25980 -0.02130 4.56800 
