Dzien Miesiac Rok Godzina Minuta Sekunda Calkowite_CNR[mV] Odbite_CNR[mV] Dl_atmosfery_CNR[mV] Dl_ziemi_CNR[mV] Temperatura
26 10 2019 13 28 33 2.53150 0.89920 -0.65050 0.10250 22.21600 
26 10 2019 13 28 52 2.51790 0.89860 -0.65070 0.10340 22.21100 
26 10 2019 13 29 8 2.50670 0.89740 -0.65060 0.10450 22.20100 
26 10 2019 13 29 28 2.49780 0.89710 -0.64980 0.10440 22.18700 
26 10 2019 13 29 44 2.48290 0.89250 -0.64980 0.10080 22.16700 
26 10 2019 13 30 3 2.46220 0.88730 -0.64950 0.09980 22.14100 
26 10 2019 13 30 19 2.44700 0.88260 -0.64960 0.09830 22.13300 
26 10 2019 13 30 39 2.43310 0.87990 -0.64950 0.09710 22.11700 
26 10 2019 13 30 55 2.42420 0.87890 -0.64920 0.09870 22.11600 
26 10 2019 13 31 14 2.41810 0.88090 -0.64850 0.10020 22.10900 
26 10 2019 13 31 31 2.41160 0.88050 -0.64750 0.09820 22.10400 
26 10 2019 13 31 50 2.40200 0.88010 -0.64680 0.09800 22.08600 
26 10 2019 13 32 6 2.39020 0.87840 -0.64660 0.09950 22.07400 
26 10 2019 13 32 26 2.37170 0.87340 -0.64640 0.10020 22.08100 
26 10 2019 13 32 42 2.36200 0.87300 -0.64630 0.10300 22.07400 
26 10 2019 13 33 1 2.35370 0.87350 -0.64610 0.10490 22.06500 
26 10 2019 13 33 17 2.34660 0.87410 -0.64680 0.10510 22.06300 
26 10 2019 13 33 37 2.34030 0.87490 -0.64630 0.10440 22.06300 
26 10 2019 13 33 53 2.33530 0.87520 -0.64620 0.10310 22.05500 
26 10 2019 13 34 12 2.32570 0.87250 -0.64640 0.10070 22.04600 
26 10 2019 13 34 29 2.31630 0.87030 -0.64590 0.09900 22.04100 
26 10 2019 13 34 48 2.30170 0.86550 -0.64550 0.09920 22.04100 
26 10 2019 13 35 4 2.29190 0.86330 -0.64590 0.09950 22.03700 
26 10 2019 13 35 24 2.28510 0.86430 -0.64510 0.09980 22.03300 
26 10 2019 13 35 40 2.28050 0.86430 -0.64490 0.10110 22.03500 
26 10 2019 13 35 59 2.27150 0.86430 -0.64490 0.10050 22.04000 
26 10 2019 13 36 15 2.26270 0.86220 -0.64390 0.10240 22.03900 
26 10 2019 13 36 35 2.25360 0.86170 -0.64390 0.10500 22.03700 
26 10 2019 13 36 51 2.24640 0.86110 -0.64360 0.10580 22.04300 
26 10 2019 13 37 10 2.23770 0.86090 -0.64300 0.10640 22.04300 
26 10 2019 13 37 27 2.22720 0.85840 -0.64380 0.10340 22.04300 
26 10 2019 13 37 46 2.20670 0.85160 -0.64420 0.10360 22.04600 
26 10 2019 13 38 2 2.18820 0.84690 -0.64370 0.10340 22.04400 
26 10 2019 13 38 22 2.16560 0.84070 -0.64250 0.10330 22.04700 
26 10 2019 13 38 38 2.14810 0.83530 -0.64150 0.10190 22.04300 
26 10 2019 13 38 57 2.12980 0.82930 -0.64290 0.10090 22.04900 
26 10 2019 13 39 13 2.11580 0.82580 -0.64260 0.10050 22.04500 
26 10 2019 13 39 33 2.10160 0.82250 -0.64190 0.09860 22.03900 
26 10 2019 13 39 49 2.08520 0.81640 -0.64190 0.09650 22.04000 
26 10 2019 13 40 8 2.06100 0.80870 -0.64220 0.09730 22.04100 
26 10 2019 13 40 25 2.03930 0.80250 -0.64230 0.09640 22.04200 
26 10 2019 13 40 44 2.02350 0.80110 -0.64230 0.09530 22.04600 
26 10 2019 13 41 0 2.01520 0.80200 -0.64200 0.09410 22.04400 
26 10 2019 13 41 20 2.00320 0.80070 -0.64200 0.09430 22.04000 
26 10 2019 13 41 36 1.99190 0.79830 -0.64080 0.09430 22.03900 
26 10 2019 13 41 55 1.97940 0.79770 -0.64040 0.09500 22.04100 
26 10 2019 13 42 11 1.96910 0.79740 -0.64040 0.09420 22.04200 
26 10 2019 13 42 31 1.96340 0.79890 -0.64050 0.09180 22.04100 
26 10 2019 13 42 47 1.96550 0.80300 -0.64180 0.09010 22.03900 
26 10 2019 13 43 6 1.96890 0.80790 -0.64270 0.08740 22.03700 
26 10 2019 13 43 23 1.97210 0.81220 -0.64140 0.08610 22.04000 
26 10 2019 13 43 42 1.97420 0.81580 -0.64070 0.08520 22.02900 
26 10 2019 13 43 58 1.97270 0.81750 -0.64090 0.08530 22.02600 
26 10 2019 13 44 18 1.97160 0.81980 -0.64080 0.08590 22.02700 
26 10 2019 13 44 34 1.97420 0.82540 -0.64010 0.08450 22.01800 
26 10 2019 13 44 53 1.97450 0.82690 -0.64040 0.08310 22.00600 
26 10 2019 13 45 9 1.97340 0.82880 -0.64060 0.08280 21.99600 
26 10 2019 13 45 29 1.96720 0.82870 -0.64060 0.08220 21.98800 
26 10 2019 13 45 45 1.96080 0.82760 -0.64030 0.08190 22.00000 
26 10 2019 13 46 4 1.95460 0.82760 -0.64030 0.08170 21.97900 
26 10 2019 13 46 21 1.95210 0.82950 -0.63990 0.08170 21.97200 
26 10 2019 13 46 40 1.95180 0.83240 -0.64020 0.08040 21.97300 
26 10 2019 13 46 56 1.95120 0.83450 -0.63970 0.07820 21.96300 
26 10 2019 13 47 16 1.94810 0.83520 -0.63980 0.07710 21.95000 
26 10 2019 13 47 32 1.94220 0.83390 -0.63970 0.07640 21.94400 
26 10 2019 13 47 51 1.93610 0.83330 -0.63960 0.07620 21.94800 
26 10 2019 13 48 7 1.93220 0.83430 -0.63920 0.07590 21.93900 
26 10 2019 13 48 27 1.92840 0.83400 -0.63860 0.07360 21.93200 
26 10 2019 13 48 43 1.92510 0.83440 -0.63830 0.07340 21.92100 
26 10 2019 13 49 2 1.92160 0.83470 -0.63800 0.07240 21.89600 
26 10 2019 13 49 19 1.91770 0.83490 -0.63830 0.07310 21.88800 
26 10 2019 13 49 38 1.91530 0.83650 -0.63780 0.07310 21.89100 
26 10 2019 13 49 54 1.91280 0.83730 -0.63780 0.07310 21.87600 
26 10 2019 13 50 14 1.90690 0.83760 -0.63730 0.07180 21.86400 
26 10 2019 13 50 30 1.90160 0.83720 -0.63680 0.07140 21.86100 
26 10 2019 13 50 49 1.89530 0.83660 -0.63750 0.07170 21.86100 
26 10 2019 13 51 5 1.89020 0.83670 -0.63740 0.07140 21.85400 
26 10 2019 13 51 25 1.88440 0.83650 -0.63690 0.07080 21.85200 
26 10 2019 13 51 41 1.87950 0.83620 -0.63720 0.07050 21.83900 
26 10 2019 13 52 0 1.87480 0.83610 -0.63690 0.07050 21.83400 
26 10 2019 13 52 17 1.87110 0.83650 -0.63730 0.07020 21.82400 
26 10 2019 13 52 36 1.86600 0.83700 -0.63670 0.07110 21.80800 
26 10 2019 13 52 52 1.86180 0.83850 -0.63670 0.07350 21.81500 
26 10 2019 13 53 12 1.85880 0.84120 -0.63670 0.07570 21.81700 
26 10 2019 13 53 28 1.85570 0.84330 -0.63710 0.07510 21.80900 
26 10 2019 13 53 47 1.85070 0.84380 -0.63680 0.07440 21.80300 
26 10 2019 13 54 3 1.84650 0.84310 -0.63640 0.07300 21.80000 
26 10 2019 13 54 23 1.84120 0.84440 -0.63680 0.07450 21.80300 
26 10 2019 13 54 39 1.83810 0.84700 -0.63690 0.07520 21.79900 
26 10 2019 13 54 58 1.83390 0.84840 -0.63680 0.07550 21.80300 
26 10 2019 13 55 15 1.83050 0.84960 -0.63750 0.07560 21.80000 
26 10 2019 13 55 34 1.82480 0.84840 -0.63730 0.07340 21.79500 
26 10 2019 13 55 50 1.81900 0.84640 -0.63690 0.07260 21.79100 
26 10 2019 13 56 10 1.81120 0.84530 -0.63760 0.07210 21.79200 
26 10 2019 13 56 26 1.80700 0.84480 -0.63770 0.07040 21.78700 
26 10 2019 13 56 45 1.80260 0.84390 -0.63830 0.06840 21.78300 
26 10 2019 13 57 1 1.79860 0.84270 -0.63830 0.06790 21.77000 
26 10 2019 13 57 21 1.79130 0.83990 -0.63770 0.06760 21.77100 
26 10 2019 13 57 37 1.78490 0.83930 -0.63770 0.06940 21.76900 
26 10 2019 13 57 56 1.78070 0.84000 -0.63820 0.07010 21.77200 
26 10 2019 13 58 13 1.77450 0.83930 -0.63880 0.06900 21.77000 
26 10 2019 13 58 32 1.76910 0.83830 -0.63900 0.06860 21.76100 
26 10 2019 13 58 48 1.76240 0.83580 -0.63820 0.06960 21.76600 
26 10 2019 13 59 8 1.75430 0.83200 -0.63890 0.07040 21.76200 
26 10 2019 13 59 24 1.74580 0.82920 -0.63840 0.07170 21.75600 
26 10 2019 13 59 43 1.73800 0.82600 -0.63860 0.07270 21.75600 
26 10 2019 13 59 59 1.73250 0.82320 -0.63850 0.07300 21.76300 
26 10 2019 14 0 19 1.72520 0.81920 -0.63880 0.07290 21.76100 
26 10 2019 14 0 35 1.72030 0.81640 -0.63900 0.07160 21.75700 
26 10 2019 14 0 54 1.71390 0.81240 -0.63920 0.06830 21.75400 
26 10 2019 14 1 11 1.70910 0.80800 -0.63940 0.06700 21.74800 
26 10 2019 14 1 30 1.70240 0.80260 -0.63930 0.06590 21.74300 
26 10 2019 14 1 46 1.69650 0.79820 -0.63990 0.06590 21.73200 
26 10 2019 14 2 6 1.68940 0.79360 -0.63970 0.06740 21.74300 
26 10 2019 14 2 22 1.68500 0.79130 -0.64010 0.06880 21.74700 
26 10 2019 14 2 41 1.68070 0.78890 -0.64000 0.06900 21.73900 
26 10 2019 14 2 57 1.67430 0.78390 -0.63990 0.06940 21.72900 
26 10 2019 14 3 17 1.66590 0.77920 -0.64040 0.07010 21.72500 
26 10 2019 14 3 33 1.65760 0.77520 -0.64020 0.07110 21.73400 
26 10 2019 14 3 52 1.64890 0.77060 -0.63940 0.07190 21.74000 
26 10 2019 14 4 9 1.64120 0.76640 -0.63970 0.07220 21.73600 
26 10 2019 14 4 28 1.63080 0.76020 -0.63970 0.07220 21.73300 
26 10 2019 14 4 44 1.62000 0.75310 -0.63920 0.07430 21.73000 
26 10 2019 14 5 4 1.60790 0.74730 -0.63950 0.07540 21.73300 
26 10 2019 14 5 20 1.59700 0.74200 -0.64060 0.07150 21.73300 
26 10 2019 14 5 39 1.58300 0.73340 -0.64110 0.06910 21.72000 
26 10 2019 14 5 55 1.57110 0.72600 -0.64090 0.06800 21.71600 
26 10 2019 14 6 15 1.55850 0.71900 -0.64040 0.06770 21.71600 
26 10 2019 14 6 31 1.54910 0.71460 -0.64070 0.06490 21.71500 
26 10 2019 14 6 50 1.53870 0.70800 -0.64070 0.06340 21.71100 
26 10 2019 14 7 7 1.52890 0.70160 -0.64060 0.06060 21.70400 
26 10 2019 14 7 26 1.52030 0.69500 -0.64060 0.05710 21.70100 
26 10 2019 14 7 42 1.51070 0.68810 -0.64010 0.05500 21.69500 
26 10 2019 14 8 2 1.49680 0.67910 -0.64040 0.05490 21.68600 
26 10 2019 14 8 18 1.48570 0.67340 -0.64040 0.05540 21.67800 
26 10 2019 14 8 37 1.47720 0.67020 -0.64000 0.05620 21.67600 
26 10 2019 14 8 53 1.46580 0.66420 -0.63990 0.05620 21.66600 
26 10 2019 14 9 13 1.44460 0.65310 -0.63940 0.05780 21.66200 
26 10 2019 14 9 29 1.42800 0.64540 -0.63960 0.05780 21.66900 
26 10 2019 14 9 48 1.40750 0.63490 -0.63980 0.05610 21.65800 
26 10 2019 14 10 5 1.39240 0.62750 -0.64010 0.05460 21.63800 
26 10 2019 14 10 24 1.37940 0.62090 -0.64010 0.05380 21.63300 
26 10 2019 14 10 40 1.37030 0.61690 -0.64000 0.05190 21.62400 
26 10 2019 14 11 0 1.35430 0.60880 -0.63980 0.05080 21.62500 
26 10 2019 14 11 16 1.33780 0.60000 -0.63960 0.05090 21.61800 
26 10 2019 14 11 35 1.31610 0.58960 -0.63960 0.05000 21.60900 
26 10 2019 14 11 52 1.30040 0.58180 -0.63890 0.04910 21.60800 
26 10 2019 14 12 11 1.28510 0.57460 -0.63920 0.04810 21.60700 
26 10 2019 14 12 27 1.26940 0.56620 -0.63950 0.04620 21.57600 
26 10 2019 14 12 46 1.24930 0.55480 -0.63880 0.04200 21.56600 
26 10 2019 14 13 3 1.23360 0.54550 -0.63930 0.03920 21.55000 
26 10 2019 14 13 22 1.21520 0.53370 -0.63850 0.03620 21.53700 
26 10 2019 14 13 38 1.19920 0.52390 -0.63860 0.03410 21.52200 
26 10 2019 14 13 58 1.17700 0.51230 -0.63820 0.03300 21.50500 
26 10 2019 14 14 14 1.15980 0.50290 -0.63790 0.03180 21.48000 
26 10 2019 14 14 33 1.14800 0.49710 -0.63760 0.03060 21.45900 
26 10 2019 14 14 50 1.14200 0.49470 -0.63710 0.02940 21.44600 
26 10 2019 14 15 9 1.13350 0.49120 -0.63670 0.02800 21.43700 
26 10 2019 14 15 25 1.12360 0.48540 -0.63640 0.02600 21.41900 
26 10 2019 14 15 44 1.10600 0.47710 -0.63600 0.02630 21.39400 
26 10 2019 14 16 1 1.09500 0.47250 -0.63570 0.02490 21.38000 
26 10 2019 14 16 20 1.08290 0.46720 -0.63560 0.02170 21.36900 
26 10 2019 14 16 36 1.07450 0.46230 -0.63500 0.02030 21.35900 
26 10 2019 14 16 56 1.06870 0.46050 -0.63490 0.01830 21.32500 
26 10 2019 14 17 12 1.06980 0.46180 -0.63430 0.01690 21.30300 
26 10 2019 14 17 31 1.07210 0.46480 -0.63430 0.01560 21.29400 
26 10 2019 14 17 48 1.07310 0.46630 -0.63400 0.01510 21.28000 
26 10 2019 14 18 7 1.07260 0.46740 -0.63280 0.01410 21.26100 
26 10 2019 14 18 23 1.06960 0.46660 -0.63300 0.01390 21.24600 
26 10 2019 14 18 42 1.06310 0.46480 -0.63260 0.01470 21.22600 
26 10 2019 14 18 59 1.05770 0.46360 -0.63220 0.01430 21.21200 
26 10 2019 14 19 18 1.04940 0.46070 -0.63140 0.01390 21.19300 
26 10 2019 14 19 34 1.04210 0.45750 -0.63180 0.01430 21.17900 
26 10 2019 14 19 54 1.03540 0.45610 -0.63150 0.01480 21.16000 
26 10 2019 14 20 10 1.02860 0.45430 -0.63120 0.01430 21.14200 
26 10 2019 14 20 29 1.02160 0.45230 -0.63150 0.01400 21.11600 
26 10 2019 14 20 46 1.01560 0.45070 -0.63110 0.01310 21.10500 
26 10 2019 14 21 5 1.01010 0.44860 -0.63110 0.01320 21.09400 
26 10 2019 14 21 21 1.00780 0.44880 -0.63070 0.01280 21.07900 
26 10 2019 14 21 40 1.00640 0.45000 -0.63070 0.01210 21.06400 
26 10 2019 14 21 57 1.00630 0.45160 -0.63020 0.01270 21.04200 
26 10 2019 14 22 16 1.00670 0.45360 -0.62960 0.01200 21.03100 
26 10 2019 14 22 32 1.00660 0.45520 -0.62930 0.01250 21.00900 
26 10 2019 14 22 52 1.00940 0.45860 -0.62870 0.01360 21.00000 
26 10 2019 14 23 8 1.01090 0.46090 -0.62830 0.01380 20.98600 
26 10 2019 14 23 27 1.01180 0.46340 -0.62870 0.01360 20.96600 
26 10 2019 14 23 44 1.01100 0.46360 -0.62820 0.01320 20.95300 
26 10 2019 14 24 3 1.00750 0.46360 -0.62830 0.01330 20.94400 
26 10 2019 14 24 19 1.00330 0.46230 -0.62810 0.01290 20.93300 
26 10 2019 14 24 38 0.99860 0.46120 -0.62790 0.01300 20.91300 
26 10 2019 14 24 55 0.99450 0.46110 -0.62750 0.01320 20.90300 
26 10 2019 14 25 14 0.98850 0.45990 -0.62750 0.01370 20.89300 
26 10 2019 14 25 30 0.98270 0.45840 -0.62720 0.01300 20.87600 
26 10 2019 14 25 50 0.97260 0.45390 -0.62690 0.01310 20.87000 
26 10 2019 14 26 6 0.96330 0.45020 -0.62630 0.01290 20.86400 
26 10 2019 14 26 25 0.95140 0.44420 -0.62610 0.01130 20.84900 
26 10 2019 14 26 42 0.94140 0.43880 -0.62580 0.01160 20.84900 
26 10 2019 14 27 1 0.93110 0.43390 -0.62560 0.01050 20.83600 
26 10 2019 14 27 17 0.92180 0.42870 -0.62560 0.01050 20.80300 
26 10 2019 14 27 36 0.91120 0.42450 -0.62520 0.01020 20.80000 
26 10 2019 14 27 53 0.90160 0.42010 -0.62500 0.01000 20.79100 
26 10 2019 14 28 12 0.88890 0.41340 -0.62450 0.00950 20.78400 
26 10 2019 14 28 28 0.87760 0.40780 -0.62380 0.00840 20.78200 
26 10 2019 14 28 48 0.86290 0.39950 -0.62310 0.00790 20.75800 
26 10 2019 14 29 4 0.84900 0.39120 -0.62270 0.00730 20.74000 
26 10 2019 14 29 23 0.83050 0.38090 -0.62240 0.00590 20.71400 
26 10 2019 14 29 39 0.81350 0.37170 -0.62240 0.00470 20.70800 
26 10 2019 14 29 59 0.79390 0.36080 -0.62190 0.00350 20.69800 
26 10 2019 14 30 15 0.77880 0.35260 -0.62210 0.00280 20.69400 
26 10 2019 14 30 34 0.76300 0.34430 -0.62140 0.00150 20.67400 
26 10 2019 14 30 51 0.75210 0.33870 -0.62090 0.00060 20.65200 
26 10 2019 14 31 10 0.74450 0.33600 -0.62140 -0.00050 20.63200 
26 10 2019 14 31 26 0.74080 0.33530 -0.62110 -0.00180 20.61800 
26 10 2019 14 31 46 0.73850 0.33620 -0.62040 -0.00230 20.60400 
26 10 2019 14 32 2 0.73730 0.33800 -0.62030 -0.00350 20.58900 
26 10 2019 14 32 21 0.73470 0.33860 -0.62010 -0.00340 20.56300 
26 10 2019 14 32 37 0.73060 0.33800 -0.61990 -0.00390 20.55900 
26 10 2019 14 32 57 0.72540 0.33670 -0.61940 -0.00400 20.54200 
26 10 2019 14 33 13 0.72040 0.33580 -0.61940 -0.00410 20.53700 
26 10 2019 14 33 32 0.71360 0.33360 -0.61890 -0.00450 20.51300 
26 10 2019 14 33 49 0.70820 0.33180 -0.61890 -0.00430 20.50400 
26 10 2019 14 34 8 0.70330 0.33130 -0.61850 -0.00500 20.48700 
26 10 2019 14 34 24 0.69880 0.32940 -0.61790 -0.00520 20.45800 
26 10 2019 14 34 43 0.69300 0.32700 -0.61760 -0.00670 20.45300 
26 10 2019 14 35 0 0.68720 0.32410 -0.61750 -0.00690 20.44300 
26 10 2019 14 35 19 0.68070 0.32120 -0.61680 -0.00760 20.42400 
26 10 2019 14 35 35 0.67550 0.31920 -0.61610 -0.00810 20.40500 
26 10 2019 14 35 55 0.66970 0.31700 -0.61580 -0.00960 20.38200 
26 10 2019 14 36 11 0.66320 0.31360 -0.61550 -0.01080 20.37000 
26 10 2019 14 36 30 0.65240 0.30790 -0.61560 -0.01190 20.35900 
26 10 2019 14 36 46 0.64150 0.30190 -0.61500 -0.01290 20.35200 
26 10 2019 14 37 6 0.62590 0.29430 -0.61480 -0.01340 20.33400 
26 10 2019 14 37 22 0.61240 0.28700 -0.61460 -0.01490 20.31000 
26 10 2019 14 37 41 0.59700 0.27710 -0.61390 -0.01640 20.29000 
26 10 2019 14 37 58 0.58460 0.26990 -0.61280 -0.01740 20.28400 
26 10 2019 14 38 17 0.56960 0.26100 -0.61300 -0.01960 20.26100 
26 10 2019 14 38 33 0.56030 0.25590 -0.61270 -0.02080 20.24100 
26 10 2019 14 38 53 0.55170 0.25160 -0.61260 -0.02210 20.22700 
26 10 2019 14 39 9 0.54360 0.24830 -0.61220 -0.02280 20.20900 
26 10 2019 14 39 28 0.53350 0.24430 -0.61170 -0.02410 20.19600 
26 10 2019 14 39 44 0.52490 0.24020 -0.61100 -0.02550 20.18800 
26 10 2019 14 40 4 0.51240 0.23420 -0.61010 -0.02650 20.14800 
26 10 2019 14 40 20 0.50520 0.23110 -0.60950 -0.02760 20.14100 
26 10 2019 14 40 39 0.49890 0.22890 -0.60890 -0.02910 20.11700 
26 10 2019 14 40 56 0.49340 0.22750 -0.60820 -0.02920 20.10500 
26 10 2019 14 41 15 0.49050 0.22730 -0.60720 -0.03040 20.08400 
26 10 2019 14 41 31 0.48880 0.22750 -0.60630 -0.03080 20.05600 
26 10 2019 14 41 51 0.48990 0.22950 -0.60620 -0.03140 20.03900 
26 10 2019 14 42 7 0.49180 0.23260 -0.60520 -0.03200 20.03200 
26 10 2019 14 42 26 0.49280 0.23490 -0.60500 -0.03230 20.00600 
26 10 2019 14 42 42 0.49240 0.23640 -0.60400 -0.03280 19.97600 
26 10 2019 14 43 2 0.48950 0.23540 -0.60350 -0.03300 19.96400 
26 10 2019 14 43 18 0.48600 0.23410 -0.60340 -0.03310 19.94500 
26 10 2019 14 43 37 0.48300 0.23320 -0.60270 -0.03410 19.93500 
26 10 2019 14 43 54 0.47970 0.23170 -0.60170 -0.03450 19.89900 
26 10 2019 14 44 13 0.47680 0.23080 -0.60120 -0.03390 19.88400 
26 10 2019 14 44 29 0.47440 0.23030 -0.60060 -0.03470 19.85700 
26 10 2019 14 44 49 0.47190 0.22880 -0.59870 -0.03460 19.84700 
26 10 2019 14 45 5 0.47070 0.22870 -0.59810 -0.03450 19.83400 
26 10 2019 14 45 24 0.47030 0.22890 -0.59780 -0.03520 19.79900 
26 10 2019 14 45 40 0.46910 0.22990 -0.59790 -0.03500 19.79000 
26 10 2019 14 46 0 0.46930 0.23310 -0.59710 -0.03540 19.77900 
26 10 2019 14 46 16 0.47000 0.23570 -0.59710 -0.03570 19.76200 
26 10 2019 14 46 35 0.47020 0.23780 -0.59650 -0.03550 19.73300 
26 10 2019 14 46 52 0.46960 0.23910 -0.59650 -0.03580 19.70700 
26 10 2019 14 47 11 0.46870 0.23970 -0.59540 -0.03600 19.69800 
26 10 2019 14 47 27 0.46630 0.23850 -0.59480 -0.03580 19.68400 
26 10 2019 14 47 47 0.46070 0.23460 -0.59410 -0.03600 19.64500 
26 10 2019 14 48 3 0.45250 0.23000 -0.59330 -0.03580 19.63300 
26 10 2019 14 48 22 0.44360 0.22390 -0.59250 -0.03590 19.61600 
26 10 2019 14 48 38 0.43600 0.21800 -0.59130 -0.03620 19.60800 
26 10 2019 14 48 58 0.42620 0.21110 -0.59080 -0.03650 19.57800 
26 10 2019 14 49 14 0.42030 0.20700 -0.59020 -0.03750 19.56200 
26 10 2019 14 49 33 0.41280 0.20210 -0.58900 -0.03810 19.54300 
26 10 2019 14 49 50 0.40590 0.19700 -0.58790 -0.03840 19.53300 
26 10 2019 14 50 9 0.39680 0.19130 -0.58780 -0.03900 19.51500 
26 10 2019 14 50 25 0.38930 0.18630 -0.58740 -0.03990 19.48500 
26 10 2019 14 50 44 0.37900 0.17940 -0.58680 -0.04110 19.45700 
26 10 2019 14 51 1 0.37230 0.17540 -0.58600 -0.04190 19.45200 
26 10 2019 14 51 20 0.36510 0.17130 -0.58580 -0.04290 19.43400 
26 10 2019 14 51 36 0.35960 0.16810 -0.58470 -0.04360 19.40000 
26 10 2019 14 51 56 0.35270 0.16440 -0.58380 -0.04430 19.38500 
26 10 2019 14 52 12 0.34660 0.16120 -0.58300 -0.04490 19.36700 
26 10 2019 14 52 31 0.33950 0.15820 -0.58210 -0.04600 19.34500 
26 10 2019 14 52 47 0.33320 0.15640 -0.58090 -0.04650 19.31500 
26 10 2019 14 53 7 0.32670 0.15330 -0.57950 -0.04740 19.29600 
26 10 2019 14 53 23 0.32250 0.15230 -0.57870 -0.04860 19.28000 
26 10 2019 14 53 42 0.31830 0.15110 -0.57790 -0.04850 19.26100 
26 10 2019 14 53 59 0.31540 0.15060 -0.57700 -0.04930 19.23500 
26 10 2019 14 54 18 0.31160 0.14960 -0.57590 -0.05110 19.21000 
26 10 2019 14 54 34 0.30720 0.14820 -0.57530 -0.05150 19.19500 
26 10 2019 14 54 54 0.30210 0.14590 -0.57460 -0.05160 19.15800 
26 10 2019 14 55 10 0.29830 0.14490 -0.57320 -0.05170 19.13000 
26 10 2019 14 55 29 0.29410 0.14320 -0.57290 -0.05220 19.11000 
26 10 2019 14 55 45 0.29050 0.14180 -0.57230 -0.05250 19.09900 
26 10 2019 14 56 5 0.28550 0.13920 -0.57090 -0.05340 19.07500 
26 10 2019 14 56 21 0.28140 0.13760 -0.57000 -0.05380 19.04500 
26 10 2019 14 56 40 0.27740 0.13570 -0.56900 -0.05440 19.02800 
26 10 2019 14 56 57 0.27350 0.13460 -0.56830 -0.05490 18.99600 
26 10 2019 14 57 16 0.26920 0.13220 -0.56780 -0.05570 18.96600 
26 10 2019 14 57 32 0.26430 0.13090 -0.56710 -0.05640 18.95100 
26 10 2019 14 57 52 0.25950 0.12800 -0.56710 -0.05770 18.91700 
26 10 2019 14 58 8 0.25320 0.12490 -0.56820 -0.05930 18.88700 
26 10 2019 14 58 27 0.24540 0.12090 -0.56680 -0.05980 18.87000 
26 10 2019 14 58 43 0.23900 0.11800 -0.56530 -0.05990 18.85000 
26 10 2019 14 59 3 0.23100 0.11430 -0.56460 -0.06040 18.81400 
26 10 2019 14 59 19 0.22480 0.11160 -0.56490 -0.06110 18.79500 
26 10 2019 14 59 38 0.21660 0.10890 -0.56430 -0.06280 18.77400 
26 10 2019 14 59 55 0.21060 0.10660 -0.56360 -0.06330 18.72600 
26 10 2019 15 0 14 0.20520 0.10530 -0.56170 -0.06320 18.70300 
26 10 2019 15 0 30 0.20180 0.10430 -0.56060 -0.06310 18.68600 
26 10 2019 15 0 50 0.19880 0.10340 -0.56060 -0.06360 18.65000 
26 10 2019 15 1 6 0.19670 0.10190 -0.55980 -0.06390 18.61800 
26 10 2019 15 1 25 0.19350 0.10080 -0.55940 -0.06410 18.59100 
26 10 2019 15 1 41 0.19030 0.09950 -0.55870 -0.06440 18.56000 
26 10 2019 15 2 1 0.18700 0.09840 -0.55810 -0.06530 18.53700 
26 10 2019 15 2 17 0.18350 0.09680 -0.55750 -0.06560 18.51100 
26 10 2019 15 2 36 0.18010 0.09580 -0.55670 -0.06650 18.47900 
26 10 2019 15 2 53 0.17740 0.09340 -0.55590 -0.06680 18.44800 
26 10 2019 15 3 12 0.17330 0.09180 -0.55570 -0.06700 18.41600 
26 10 2019 15 3 28 0.17030 0.09060 -0.55420 -0.06650 18.38600 
26 10 2019 15 3 48 0.16670 0.08970 -0.55270 -0.06630 18.35900 
26 10 2019 15 4 4 0.16470 0.08850 -0.55260 -0.06600 18.33800 
26 10 2019 15 4 23 0.16240 0.08830 -0.55210 -0.06590 18.30500 
26 10 2019 15 4 39 0.16130 0.08790 -0.55140 -0.06630 18.28700 
26 10 2019 15 4 59 0.15940 0.08750 -0.55050 -0.06660 18.25000 
26 10 2019 15 5 15 0.15730 0.08570 -0.55040 -0.06690 18.23100 
26 10 2019 15 5 34 0.15460 0.08470 -0.55030 -0.06730 18.20400 
26 10 2019 15 5 50 0.15140 0.08320 -0.55060 -0.06850 18.17700 
26 10 2019 15 6 10 0.14820 0.08150 -0.54970 -0.06790 18.14000 
26 10 2019 15 6 26 0.14500 0.07980 -0.54840 -0.06820 18.12700 
26 10 2019 15 6 45 0.14170 0.07810 -0.54740 -0.06790 18.10400 
26 10 2019 15 7 2 0.13790 0.07650 -0.54760 -0.06810 18.07600 
26 10 2019 15 7 21 0.13410 0.07430 -0.54710 -0.06830 18.04300 
26 10 2019 15 7 37 0.13150 0.07280 -0.54670 -0.06720 18.03300 
26 10 2019 15 7 57 0.12820 0.07030 -0.54470 -0.06730 17.99600 
26 10 2019 15 8 13 0.12490 0.06800 -0.54440 -0.06760 17.97300 
26 10 2019 15 8 32 0.12110 0.06660 -0.54400 -0.06730 17.95500 
26 10 2019 15 8 48 0.11890 0.06530 -0.54330 -0.06730 17.94200 
26 10 2019 15 9 8 0.11550 0.06400 -0.54180 -0.06700 17.91200 
26 10 2019 15 9 24 0.11290 0.06350 -0.54240 -0.06610 17.90400 
26 10 2019 15 9 43 0.11110 0.06390 -0.54270 -0.06650 17.88600 
26 10 2019 15 10 0 0.10850 0.06360 -0.54380 -0.06730 17.86400 
26 10 2019 15 10 19 0.10440 0.06200 -0.54300 -0.06850 17.84900 
